team,player
Italy,P Fernando
Italy,NPF Ranhaluge
Italy,Regina Khan
Italy,S Malwatta
Italy,AS Warnakulasuriya
Italy,DSF Arsakulasuriya
Italy,NM Northcote
Italy,LM Sims
Italy,S Toffoletto
Perth Scorchers,H McKenzie
Perth Scorchers,HH Gibbs
Perth Scorchers,M Kelly
Perth Scorchers,KR Patterson
Perth Scorchers,AC Jayangani
Perth Scorchers,CC Ainsworth
Perth Scorchers,LS Livingstone
Perth Scorchers,JK Lalor
Perth Scorchers,AM Hardie
Perth Scorchers,M Klinger
Perth Scorchers,CJ Jordan
Perth Scorchers,BM Halliday
Perth Scorchers,MJ North
Perth Scorchers,DA Payne
Perth Scorchers,HM Brennan
Perth Scorchers,HWR Cartwright
Perth Scorchers,NJ Shaw
Perth Scorchers,NR Sciver-Brunt
Perth Scorchers,JA Richardson
Perth Scorchers,T Peschel
Perth Scorchers,LJ Evans
Perth Scorchers,KJ Garth
Perth Scorchers,C Green
Perth Scorchers,Yasir Arafat
Perth Scorchers,CJM Sabburg
Perth Scorchers,BM Edmondson
Perth Scorchers,IR Bell
Perth Scorchers,JM Muirhead
Perth Scorchers,BL Couch
Perth Scorchers,CJ Simmons
Perth Scorchers,TS Mills
Perth Scorchers,PJ Scholfield
Perth Scorchers,MW Dixon
Perth Scorchers,M Beardman
Perth Scorchers,KK Jennings
Perth Scorchers,A King
Perth Scorchers,JP Inglis
Perth Scorchers,PJ Cummins
Perth Scorchers,LR Morris
Perth Scorchers,TMM Newton
Perth Scorchers,S Fanning
Perth Scorchers,MA Carberry
Perth Scorchers,C Munro
Perth Scorchers,R Strange
Perth Scorchers,KL Cross
Perth Scorchers,MF Hurst
Perth Scorchers,F du Plessis
Perth Scorchers,FH Allen
Perth Scorchers,E Biss
Perth Scorchers,JJ Roy
Perth Scorchers,EL King
Perth Scorchers,SE Marsh
Perth Scorchers,BL Mooney
Perth Scorchers,SFM Devine
Perth Scorchers,M Kapp
Perth Scorchers,TJ Armstrong
Perth Scorchers,LR Down
Perth Scorchers,FG Kemp
Perth Scorchers,J Morgan
Perth Scorchers,JL Curtis
Perth Scorchers,KH Brunt
Perth Scorchers,P Cleary
Perth Scorchers,DJM Moody
Perth Scorchers,MM Lanning
Perth Scorchers,G Redmayne
Perth Scorchers,CD Hinchliffe
Perth Scorchers,AC Agar
Perth Scorchers,L Winfield-Hill
Perth Scorchers,Z Crawley
Perth Scorchers,TH David
Perth Scorchers,SM Betts
Perth Scorchers,S Campbell
Perth Scorchers,PD Collingwood
Perth Scorchers,JL Barsby
Perth Scorchers,NJ Rimmington
Perth Scorchers,JS Paris
Perth Scorchers,ML Green
Perth Scorchers,HL Ferling
Perth Scorchers,JM Clarke
Perth Scorchers,AJ Tye
Perth Scorchers,AL Edgar
Perth Scorchers,A Lyth
Perth Scorchers,C Leeson
Perth Scorchers,SW Bates
Perth Scorchers,JR Philippe
Perth Scorchers,JP Behrendorff
Perth Scorchers,EJ Villani
Perth Scorchers,RL Grundy
Perth Scorchers,NM Coulter-Nile
Perth Scorchers,MA Beer
Perth Scorchers,TIF Triffitt
Perth Scorchers,DJS Dottin
Perth Scorchers,MEK Hussey
Perth Scorchers,M Hinkley
Perth Scorchers,DJ Willey
Perth Scorchers,MR Marsh
Perth Scorchers,CT Bancroft
Perth Scorchers,P Hatzoglou
Perth Scorchers,M Banting
Perth Scorchers,EJ Smith
Perth Scorchers,S Glenn
Perth Scorchers,C Piparo
Perth Scorchers,SP Terry
Perth Scorchers,MG Johnson
Perth Scorchers,NR Sciver
Perth Scorchers,GB Hogg
Perth Scorchers,SS Eskinazi
Perth Scorchers,A Shrubsole
Perth Scorchers,TT Bresnan
Perth Scorchers,SM Whiteman
Perth Scorchers,WG Bosisto
Perth Scorchers,CM Edwards
Perth Scorchers,M Darke
Perth Scorchers,JCL Wallace
Perth Scorchers,AE Jones
Perth Scorchers,KM Mack
Perth Scorchers,KJ Hartshorn
Perth Scorchers,HNK Jensen
Perth Scorchers,M Carmichael
Perth Scorchers,NR Hobson
Perth Scorchers,AC Thomas
Perth Scorchers,M Spoors
Perth Scorchers,NE Bolton
Perth Scorchers,D Hemalatha
Perth Scorchers,L Holt
Perth Scorchers,L Ronchi
Perth Scorchers,L Mills
Perth Scorchers,BM Devchand
Perth Scorchers,M Morkel
Perth Scorchers,JM Mennie
Perth Scorchers,MS Harris
Perth Scorchers,LK Ebsary
Perth Scorchers,H Graham
Perth Scorchers,Usman Qadir
Perth Scorchers,SM Katich
Perth Scorchers,KM Hempenstall
Perth Scorchers,AJ Turner
Perth Scorchers,L Griffith
Perth Scorchers,E Hoskin
Perth Scorchers,C Connolly
Perth Scorchers,MP Stoinis
Perth Scorchers,Fawad Ahmed
Perth Scorchers,AC Voges
Hobart Hurricanes,JL Hunter
Hobart Hurricanes,NP Winter
Hobart Hurricanes,B Hepburn
Hobart Hurricanes,A Genford
Hobart Hurricanes,DJG Sammy
Hobart Hurricanes,V Pyke
Hobart Hurricanes,CJ Jordan
Hobart Hurricanes,E Thompson
Hobart Hurricanes,MW Hill
Hobart Hurricanes,JA Thompson
Hobart Hurricanes,M Wright
Hobart Hurricanes,ZE Cooke
Hobart Hurricanes,NR Sciver-Brunt
Hobart Hurricanes,JC Archer
Hobart Hurricanes,JW Wells
Hobart Hurricanes,CA Wakim
Hobart Hurricanes,Faheem Ashraf
Hobart Hurricanes,PG Dooley
Hobart Hurricanes,CJ Boyce
Hobart Hurricanes,W Sanders
Hobart Hurricanes,JR Doran
Hobart Hurricanes,CJ Anderson
Hobart Hurricanes,M Bean
Hobart Hurricanes,Nikhil Chaudhary
Hobart Hurricanes,B Laughlin
Hobart Hurricanes,H Silver-holmes
Hobart Hurricanes,TR Birt
Hobart Hurricanes,HC Knight
Hobart Hurricanes,R Johnston
Hobart Hurricanes,CA Ingram
Hobart Hurricanes,A Hartley
Hobart Hurricanes,TS Mills
Hobart Hurricanes,SL Rainbird
Hobart Hurricanes,A Smith
Hobart Hurricanes,Rehan Ahmed
Hobart Hurricanes,AD Mascarenhas
Hobart Hurricanes,T van der Gugten
Hobart Hurricanes,M Strano
Hobart Hurricanes,OA Shah
Hobart Hurricanes,GJ Bailey
Hobart Hurricanes,S Ismail
Hobart Hurricanes,MJ Owen
Hobart Hurricanes,LCN Smith
Hobart Hurricanes,CL Rafferty
Hobart Hurricanes,Shoaib Malik
Hobart Hurricanes,FC Wilson
Hobart Hurricanes,BR McDermott
Hobart Hurricanes,TA Lammonby
Hobart Hurricanes,TS Rogers
Hobart Hurricanes,TP Ward
Hobart Hurricanes,AW Summers
Hobart Hurricanes,BF Smith
Hobart Hurricanes,MJ Cosgrove
Hobart Hurricanes,HP Kingston
Hobart Hurricanes,S Lamichhane
Hobart Hurricanes,DJM Moody
Hobart Hurricanes,CA Rose
Hobart Hurricanes,MJ Johnston
Hobart Hurricanes,G Redmayne
Hobart Hurricanes,Z Crawley
Hobart Hurricanes,TH David
Hobart Hurricanes,PSP Handscomb
Hobart Hurricanes,M du Preez
Hobart Hurricanes,CJ Gannon
Hobart Hurricanes,M Phillips
Hobart Hurricanes,SR Hain
Hobart Hurricanes,ML Gibson
Hobart Hurricanes,DN Wyatt
Hobart Hurricanes,Shadab Khan
Hobart Hurricanes,KE Bryce
Hobart Hurricanes,HC Brook
Hobart Hurricanes,EA Burns
Hobart Hurricanes,JS Paris
Hobart Hurricanes,AD Hales
Hobart Hurricanes,RJG Lockyear
Hobart Hurricanes,BW Hilfenhaus
Hobart Hurricanes,J Botha
Hobart Hurricanes,JDS Neesham
Hobart Hurricanes,JK Reed
Hobart Hurricanes,AE Satterthwaite
Hobart Hurricanes,B Stanlake
Hobart Hurricanes,Waqar Salamkheil
Hobart Hurricanes,S Daffara
Hobart Hurricanes,NE Stalenberg
Hobart Hurricanes,MS Wade
Hobart Hurricanes,SW Bates
Hobart Hurricanes,DJ Malan
Hobart Hurricanes,EJ Villani
Hobart Hurricanes,CL Hall
Hobart Hurricanes,C Raack
Hobart Hurricanes,JA Freeman
Hobart Hurricanes,V Krishnamurthy
Hobart Hurricanes,TIF Triffitt
Hobart Hurricanes,DA Miller
Hobart Hurricanes,J Kann
Hobart Hurricanes,DP Michael
Hobart Hurricanes,R Trenaman
Hobart Hurricanes,W Parker
Hobart Hurricanes,AC Blizzard
Hobart Hurricanes,T Saville
Hobart Hurricanes,BJ Webster
Hobart Hurricanes,DT Christian
Hobart Hurricanes,Qais Ahmad
Hobart Hurricanes,SK Moloney
Hobart Hurricanes,KMA Paul
Hobart Hurricanes,M Hinkley
Hobart Hurricanes,NM Hancock
Hobart Hurricanes,HK Matthews
Hobart Hurricanes,JP Faulkner
Hobart Hurricanes,SW Tait
Hobart Hurricanes,DE Bollinger
Hobart Hurricanes,K Fryett
Hobart Hurricanes,L Winfield
Hobart Hurricanes,P Hatzoglou
Hobart Hurricanes,EJ Smith
Hobart Hurricanes,Rishad Hossain
Hobart Hurricanes,DJM Short
Hobart Hurricanes,CP Jewell
Hobart Hurricanes,PA Jaques
Hobart Hurricanes,Asif Ali
Hobart Hurricanes,A Day
Hobart Hurricanes,WG Jacks
Hobart Hurricanes,TT Bresnan
Hobart Hurricanes,AJ Doolan
Hobart Hurricanes,RM Ghosh
Hobart Hurricanes,SD Hope
Hobart Hurricanes,W Prestwidge
Hobart Hurricanes,RH Priest
Hobart Hurricanes,SB Styris
Hobart Hurricanes,HNK Jensen
Hobart Hurricanes,RA Mair
Hobart Hurricanes,IMHC Joyce
Hobart Hurricanes,EG Fazackerley
Hobart Hurricanes,E Kershaw
Hobart Hurricanes,XJ Doherty
Hobart Hurricanes,S Milenko
Hobart Hurricanes,TD Paine
Hobart Hurricanes,EP Gulbis
Hobart Hurricanes,RT Ponting
Hobart Hurricanes,E Manix-Geeves
Hobart Hurricanes,SCJ Broad
Hobart Hurricanes,NJ Reardon
Hobart Hurricanes,JM Mennie
Hobart Hurricanes,B Vakarewa
Hobart Hurricanes,RP Meredith
Hobart Hurricanes,JJ Krejza
Hobart Hurricanes,Naved-ul-Hasan
Hobart Hurricanes,NJ Carey
Hobart Hurricanes,KC Sangakkara
Hobart Hurricanes,SM Boland
Hobart Hurricanes,H Graham
Hobart Hurricanes,RK O'Donnell
Hobart Hurricanes,C Wilson
Hobart Hurricanes,TD Andrews
Hobart Hurricanes,S Mandhana
Hobart Hurricanes,BR Dunk
Hobart Hurricanes,CL Tryon
Hobart Hurricanes,L Lee
Hobart Hurricanes,NT Ellis
Hobart Hurricanes,LG Smith
Hobart Hurricanes,JM Cox
Hobart Hurricanes,MG Hogan
Hobart Hurricanes,TJ Vlaeminck
Jersey,R McBey
Jersey,W Harris
Jersey,ASJ Dewhurst
Jersey,A Merritt
Jersey,Tallulah Spry
Jersey,B Kynman
Jersey,G Wetherall
Jersey,W Perchard
Jersey,PW Gough
Jersey,BDH Stevens
Jersey,D Birrell
Jersey,K Follain
Jersey,F Copley
Jersey,NA Greenwood
Jersey,S Hanson
Jersey,AM Tribe
Jersey,C Miles
Jersey,C Brennan
Jersey,JW Jenner
Jersey,NJ Ferraby
Jersey,JAD Lawrenson
Jersey,J Sumerauer
Jersey,RJG Palmer
Jersey,G Mallett
Jersey,T Pullman
Jersey,D Pearce
Jersey,T Smith
Jersey,M Maguire
Jersey,T Britton
Jersey,B Ward
Jersey,E Gouge
Jersey,NAT Watkins
Jersey,O Bastin
Jersey,N Greig
Jersey,S Norman
Jersey,LE Gallichan
Jersey,A Mossop
Jersey,RM Hill
Jersey,A Aikenhead
Jersey,CM Greechan
Jersey,SSJ Dewhurst
Jersey,ZM Tribe
Jersey,PB Gouge
Jersey,AW Hawkins-Kay
Jersey,JE Dunford
Jersey,S Simpson
Jersey,G Richardson
Jersey,TE Minty
Jersey,L Greig
Jersey,EJ Farley
Jersey,EJB Miles
Jersey,CJ Bodenstein
Jersey,CW Perchard
Jersey,H Carlyon
Jersey,MD Rocha
Jersey,R Bowley
Jersey,DA Morrison
Jersey,DG Blampied
Jersey,WJR Robertson
Jersey,C Bisson
Jersey,J Kemp
Jersey,JN Duckett
Jersey,F Tanguy
Jersey,SA van Breda
Jersey,E Duffy
Sharjah Warriorz,AF Milne
Sharjah Warriorz,NA Sowter
Sharjah Warriorz,JEK Rew
Sharjah Warriorz,T Mathew
Sharjah Warriorz,D Madushanka
Sharjah Warriorz,Sikandar Raza
Sharjah Warriorz,TB Abell
Sharjah Warriorz,R Ngarava
Sharjah Warriorz,MS Wade
Sharjah Warriorz,Saghir Khan
Sharjah Warriorz,BKG Mendis
Sharjah Warriorz,M Pathirana
Sharjah Warriorz,JJ Roy
Sharjah Warriorz,Ethan D'Souza
Sharjah Warriorz,WIA Fernando
Sharjah Warriorz,Harmeet Singh (2)
Sharjah Warriorz,Muhammad Jawadullah
Sharjah Warriorz,Harmeet Singh
Sharjah Warriorz,Rohan Mustafa
Sharjah Warriorz,MD Patel
Sharjah Warriorz,PBB Rajapaksa
Sharjah Warriorz,AU Rashid
Sharjah Warriorz,Shubham Ranjane
Sharjah Warriorz,KD Karthik
Sharjah Warriorz,KMA Paul
Sharjah Warriorz,Junaid Siddique
Sharjah Warriorz,Karim Janat
Sharjah Warriorz,MM Ali
Sharjah Warriorz,LWP Wells
Sharjah Warriorz,SN Netravalkar
Sharjah Warriorz,RP Burl
Sharjah Warriorz,T Kohler-Cadmore
Sharjah Warriorz,TL Seifert
Sharjah Warriorz,AC Agar
Sharjah Warriorz,TG Southee
Sharjah Warriorz,Taskin Ahmed
Sharjah Warriorz,Wasim Akram
Sharjah Warriorz,A Zampa
Sharjah Warriorz,TH David
Sharjah Warriorz,J Charles
Sharjah Warriorz,M Theekshana
Sharjah Warriorz,D Pretorius
Sharjah Warriorz,Raees Ahmed
Madhya Pradesh,Akshat Raghuwanshi
Madhya Pradesh,Tripuresh Singh
Madhya Pradesh,Sohraab Dhaliwal
Madhya Pradesh,Parth Sahani
Madhya Pradesh,Ashutosh Sharma
Madhya Pradesh,Zafar Ali
Madhya Pradesh,Saransh Jain
Madhya Pradesh,VR Iyer
Madhya Pradesh,Ayan Khan
Madhya Pradesh,Anshul Tripathi
Madhya Pradesh,Ashutosh Singh
Madhya Pradesh,Puneet Datey
Madhya Pradesh,S Solanki
Madhya Pradesh,Surendra Malviya
Madhya Pradesh,Jalaj S Saxena
Madhya Pradesh,AR Rohera
Madhya Pradesh,RM Patidar
Madhya Pradesh,AB Bhadoriya
Madhya Pradesh,Gaurav Yadav
Madhya Pradesh,Avesh Khan
Madhya Pradesh,Harpreet Singh
Madhya Pradesh,HP Gawli
Madhya Pradesh,K Khejroliya
Madhya Pradesh,Shivam Shukla
Madhya Pradesh,SM Patidar
Madhya Pradesh,Kuldeep Gehi
Madhya Pradesh,Rishabh Chouhan
Madhya Pradesh,NV Ojha
Madhya Pradesh,Rakesh Thakur
Madhya Pradesh,Rahul Batham
Madhya Pradesh,AR Shrivastava
Madhya Pradesh,Anand Bais
Madhya Pradesh,Ankit Dane
Madhya Pradesh,Ankit Sharma
Madhya Pradesh,Subhransu Senapati
Madhya Pradesh,Arshad Khan
Madhya Pradesh,K Tripathi
Madhya Pradesh,C Rathore
Madhya Pradesh,Arpit Gaud
Madhya Pradesh,Shubham Sharma
Madhya Pradesh,KR Sen
Madhya Pradesh,K Kartikeya
Madhya Pradesh,Mihir Hirwani
Madhya Pradesh,Salman Baig
Madhya Pradesh,Abhishek Bhandari
Madhya Pradesh,Ashwin Das
Madhya Pradesh,Ankit Kushwah
Madhya Pradesh,IC Pandey
Services,Ritesh Negi
Services,Ravi Chauhan
Services,Vikas Hathwala
Services,Raushan Raj
Services,Devender Lohchab
Services,SR Swain
Services,Varun Choudhary
Services,Sumit Singh
Services,Rahul Khajan Singh
Services,Diwesh Pathania
Services,Pulkit Narang
Services,NK Singh
Services,Mohit Ahlawat
Services,RV Darji
Services,Yashpal Singh
Services,Rajat Paliwal
Services,Amit Pachhara
Services,Aanshul Gupta
Services,Nitin Yadav
Services,AP Sharma
Services,Avishek Sinha
Services,Sachidanand Pandey
Services,AA Bamal
Services,Rahul Singh
Services,Vikas Yadav
Services,Nakul Sharma
Services,Nakul Verma
Services,Abhishek Sakuja
Services,Sufiyan Alam
Services,D Rai
Services,Mohit Kumar
Services,Nitin Tanwar
Services,Lakhan Singh
Delhi Daredevils,AM Salvi
Delhi Daredevils,Y Nagar
Delhi Daredevils,AR Bawne
Delhi Daredevils,HV Patel
Delhi Daredevils,DA Warner
Delhi Daredevils,CJ Anderson
Delhi Daredevils,AP Tare
Delhi Daredevils,TR Birt
Delhi Daredevils,PP Shaw
Delhi Daredevils,Mohammad Asif
Delhi Daredevils,CA Ingram
Delhi Daredevils,BMAJ Mendis
Delhi Daredevils,Z Khan
Delhi Daredevils,S Sriram
Delhi Daredevils,RR Pant
Delhi Daredevils,V Sehwag
Delhi Daredevils,JD Unadkat
Delhi Daredevils,S Nadeem
Delhi Daredevils,SS Iyer
Delhi Daredevils,MF Maharoof
Delhi Daredevils,TM Dilshan
Delhi Daredevils,GD McGrath
Delhi Daredevils,S Ladda
Delhi Daredevils,R Shukla
Delhi Daredevils,PJ Cummins
Delhi Daredevils,UBT Chand
Delhi Daredevils,LE Plunkett
Delhi Daredevils,RE van der Merwe
Delhi Daredevils,C Munro
Delhi Daredevils,CJ Dala
Delhi Daredevils,SS Tiwary
Delhi Daredevils,Avesh Khan
Delhi Daredevils,Shoaib Malik
Delhi Daredevils,LR Shukla
Delhi Daredevils,Q de Kock
Delhi Daredevils,JJ Roy
Delhi Daredevils,A Mishra
Delhi Daredevils,PJ Sangwan
Delhi Daredevils,NV Ojha
Delhi Daredevils,CM Gautam
Delhi Daredevils,UT Yadav
Delhi Daredevils,SV Samson
Delhi Daredevils,S Lamichhane
Delhi Daredevils,A Nehra
Delhi Daredevils,AB de Villiers
Delhi Daredevils,AB Dinda
Delhi Daredevils,AD Mathews
Delhi Daredevils,MN Samuels
Delhi Daredevils,JP Duminy
Delhi Daredevils,Sunny Gupta
Delhi Daredevils,AD Russell
Delhi Daredevils,DPMD Jayawardene
Delhi Daredevils,PD Collingwood
Delhi Daredevils,J Botha
Delhi Daredevils,JDS Neesham
Delhi Daredevils,M Manhas
Delhi Daredevils,S Kaul
Delhi Daredevils,MS Wade
Delhi Daredevils,DP Nannes
Delhi Daredevils,S Dhawan
Delhi Daredevils,NM Coulter-Nile
Delhi Daredevils,Yuvraj Singh
Delhi Daredevils,J Yadav
Delhi Daredevils,Y Venugopal Rao
Delhi Daredevils,R Sharma
Delhi Daredevils,LRPL Taylor
Delhi Daredevils,DT Christian
Delhi Daredevils,WD Parnell
Delhi Daredevils,Imran Tahir
Delhi Daredevils,IK Pathan
Delhi Daredevils,GJ Maxwell
Delhi Daredevils,BJ Rohrer
Delhi Daredevils,VR Aaron
Delhi Daredevils,DL Vettori
Delhi Daredevils,AJ Finch
Delhi Daredevils,B Geeves
Delhi Daredevils,JA Morkel
Delhi Daredevils,TA Boult
Delhi Daredevils,M Vijay
Delhi Daredevils,AB Agarkar
Delhi Daredevils,DJ Muthuswami
Delhi Daredevils,MK Tiwary
Delhi Daredevils,VY Mahesh
Delhi Daredevils,Abhishek Sharma
Delhi Daredevils,MA Agarwal
Delhi Daredevils,K Rabada
Delhi Daredevils,CH Morris
Delhi Daredevils,B Chipli
Delhi Daredevils,R Tewatia
Delhi Daredevils,CR Brathwaite
Delhi Daredevils,Mohammed Shami
Delhi Daredevils,R Bhatia
Delhi Daredevils,DAJ Bracewell
Delhi Daredevils,MC Henriques
Delhi Daredevils,KK Nair
Delhi Daredevils,KP Pietersen
Delhi Daredevils,M Morkel
Delhi Daredevils,SW Billings
Delhi Daredevils,KD Karthik
Delhi Daredevils,AB McDonald
Delhi Daredevils,G Gambhir
Delhi Daredevils,GS Sandhu
Delhi Daredevils,KM Jadhav
Delhi Daredevils,MC Juneja
Delhi Daredevils,V Shankar
Delhi Daredevils,JR Hopes
Delhi Daredevils,P Negi
Kings XI Punjab,L Balaji
Kings XI Punjab,Sandeep Sharma
Kings XI Punjab,Mandeep Singh
Kings XI Punjab,CJ Jordan
Kings XI Punjab,Swapnil Singh
Kings XI Punjab,BA Bhatt
Kings XI Punjab,K Gowtham
Kings XI Punjab,CV Varun
Kings XI Punjab,P Sahu
Kings XI Punjab,M Kaif
Kings XI Punjab,KJ Abbott
Kings XI Punjab,SM Curran
Kings XI Punjab,Azhar Mahmood
Kings XI Punjab,YA Abdulla
Kings XI Punjab,Gurkeerat Singh
Kings XI Punjab,S Sreesanth
Kings XI Punjab,Shivam Sharma
Kings XI Punjab,P Kumar
Kings XI Punjab,DJ Hussey
Kings XI Punjab,SN Khan
Kings XI Punjab,AD Mascarenhas
Kings XI Punjab,N Pooran
Kings XI Punjab,J Theron
Kings XI Punjab,Gagandeep Singh
Kings XI Punjab,V Sehwag
Kings XI Punjab,PP Chawla
Kings XI Punjab,BB Sran
Kings XI Punjab,B Lee
Kings XI Punjab,S Sohal
Kings XI Punjab,SD Chitnis
Kings XI Punjab,MM Sharma
Kings XI Punjab,SN Thakur
Kings XI Punjab,GJ Bailey
Kings XI Punjab,EJG Morgan
Kings XI Punjab,CA Pujara
Kings XI Punjab,VRV Singh
Kings XI Punjab,P Dogra
Kings XI Punjab,Mujeeb Ur Rahman
Kings XI Punjab,R McLaren
Kings XI Punjab,SE Marsh
Kings XI Punjab,RS Bopara
Kings XI Punjab,HM Amla
Kings XI Punjab,Harmeet Singh
Kings XI Punjab,MJ Guptill
Kings XI Punjab,KC Cariappa
Kings XI Punjab,AD Nath
Kings XI Punjab,R Ashwin
Kings XI Punjab,RJ Harris
Kings XI Punjab,AR Patel
Kings XI Punjab,MJ Henry
Kings XI Punjab,WA Mota
Kings XI Punjab,T Natarajan
Kings XI Punjab,Karanveer Singh
Kings XI Punjab,Sunny Singh
Kings XI Punjab,TM Srivastava
Kings XI Punjab,Ravi Bishnoi
Kings XI Punjab,F Behardien
Kings XI Punjab,DPMD Jayawardene
Kings XI Punjab,NJ Rimmington
Kings XI Punjab,RS Sodhi
Kings XI Punjab,JDS Neesham
Kings XI Punjab,RR Sarwan
Kings XI Punjab,AJ Tye
Kings XI Punjab,CH Gayle
Kings XI Punjab,M Kartik
Kings XI Punjab,Yuvraj Singh
Kings XI Punjab,DA Miller
Kings XI Punjab,P Dharmani
Kings XI Punjab,T Kohli
Kings XI Punjab,Arshdeep Singh
Kings XI Punjab,PC Valthaty
Kings XI Punjab,R Dhawan
Kings XI Punjab,AB Barath
Kings XI Punjab,IK Pathan
Kings XI Punjab,GJ Maxwell
Kings XI Punjab,JP Faulkner
Kings XI Punjab,VR Aaron
Kings XI Punjab,AJ Finch
Kings XI Punjab,WP Saha
Kings XI Punjab,NS Naik
Kings XI Punjab,Anureet Singh
Kings XI Punjab,MG Johnson
Kings XI Punjab,RR Bose
Kings XI Punjab,I Sharma
Kings XI Punjab,MG Neser
Kings XI Punjab,M Vijay
Kings XI Punjab,M Ashwin
Kings XI Punjab,DJ Hooda
Kings XI Punjab,Bipul Sharma
Kings XI Punjab,P Awana
Kings XI Punjab,RR Powar
Kings XI Punjab,MK Tiwary
Kings XI Punjab,MA Agarwal
Kings XI Punjab,NLTC Perera
Kings XI Punjab,GC Viljoen
Kings XI Punjab,AS Rajpoot
Kings XI Punjab,R Tewatia
Kings XI Punjab,KL Rahul
Kings XI Punjab,SS Cottrell
Kings XI Punjab,L Ablish
Kings XI Punjab,Harpreet Brar
Kings XI Punjab,M Vohra
Kings XI Punjab,Mohammed Shami
Kings XI Punjab,MS Bisla
Kings XI Punjab,BE Hendricks
Kings XI Punjab,R Sathish
Kings XI Punjab,KK Nair
Kings XI Punjab,KD Karthik
Kings XI Punjab,U Kaul
Kings XI Punjab,KC Sangakkara
Kings XI Punjab,P Simran Singh
Kings XI Punjab,K Goel
Kings XI Punjab,LA Pomersbach
Kings XI Punjab,N Saini
Kings XI Punjab,SM Katich
Kings XI Punjab,AM Nayar
Kings XI Punjab,VS Malik
Kings XI Punjab,AC Gilchrist
Kings XI Punjab,SJ Srivastava
Kings XI Punjab,JR Hopes
Kings XI Punjab,MP Stoinis
Kings XI Punjab,MS Gony
Sudur Paschim Royals,SP Jackson
Sudur Paschim Royals,CA Lynn
Sudur Paschim Royals,H Mahara
Sudur Paschim Royals,D Parashar
Sudur Paschim Royals,SA Zaib
Sudur Paschim Royals,Milan Bohara
Sudur Paschim Royals,Mukhtar Ahmed
Sudur Paschim Royals,A Bohara
Sudur Paschim Royals,DS Bajwa
Sudur Paschim Royals,H Dhami
Sudur Paschim Royals,B Bhandari
Sudur Paschim Royals,J Brown
Sudur Paschim Royals,Harmeet Singh
Sudur Paschim Royals,Rohan Mustafa
Sudur Paschim Royals,NB Budayair
Sudur Paschim Royals,Aarif Sheikh
Sudur Paschim Royals,D Bohara
Sudur Paschim Royals,P Mehra
Sudur Paschim Royals,BJ McMullen
Sudur Paschim Royals,SC Kuggeleijn
Sudur Paschim Royals,B Khatri
Sudur Paschim Royals,DS Airee
Sudur Paschim Royals,A Shrestha
Sudur Paschim Royals,N Saud
Sudur Paschim Royals,I Pandey
Lumbini Lions,R Trumpelmann
Lumbini Lions,Gulbadin Naib
Lumbini Lions,M Subasingha
Lumbini Lions,UBT Chand
Lumbini Lions,B Aagri
Lumbini Lions,TJ Moores
Lumbini Lions,S Maharjan
Lumbini Lions,D Gupta
Lumbini Lions,N Dickwella
Lumbini Lions,B Yadav
Lumbini Lions,D Nath
Lumbini Lions,S Jora
Lumbini Lions,RK Paudel
Lumbini Lions,JJ Smit
Lumbini Lions,Sameer Ali
Lumbini Lions,TR Bhandari
Lumbini Lions,A Saud
Lumbini Lions,S Malla
Lumbini Lions,DJM Short
Lumbini Lions,Saad Bin Zafar
Lumbini Lions,D Adhikari
Lumbini Lions,RR Simmonds
Lumbini Lions,Abhishesh Gautam
Lumbini Lions,A Ghiraiya
Lumbini Lions,TJ Draca
Lumbini Lions,Surya Tamang
Lumbini Lions,BCJ Cutting
Finland,Ghulam Abbas Butt
Finland,PUKK Arachchige
Finland,TDF Vehvilainen
Finland,Akhil Arjunan
Finland,NM Salonen
Finland,Raaz Mohammad
Finland,M Chauhan
Finland,E Kuchey
Finland,Ziaur Rehman
Finland,Parveen Kumar
Finland,Mohammad Asaduzzaman
Finland,PF Gallagher
Finland,R Pathak
Finland,Sumit Singh
Finland,H Dassanayake
Finland,T Mulepati
Finland,Junaid Khan
Finland,L Martin
Finland,Jordan O'Brien
Finland,AK Mohan
Finland,MB Tambe
Finland,H Nguyen
Finland,T Leskinen
Finland,Adnan Syed
Finland,M Kojo
Finland,Naveed Shahid
Finland,Malyun Hassan
Finland,M Brasier
Finland,Md Nurul Huda
Finland,M Jenkinson
Finland,Madhawa Basnayaka
Finland,Amjad Sher
Finland,A Pusthay
Finland,Sapan Mehta
Finland,TK Saha
Finland,L Ruane
Finland,P Bhandari
Finland,VS Padhaal
Finland,NG Collins
Finland,R Khullar
Finland,Faheem Nellancheri
Finland,A Khullar
Finland,Faraaz Mehti Abbas
Finland,D Unhale
Finland,Atif Rasheed
Finland,A Shanmuganathan
Finland,JOP Scamans
Finland,M Saastamoinen
Finland,M Stolt
Finland,H Dandapani
Finland,Areeb Quadir
Finland,S Sheridan
Finland,Shoaib Qureshi
Kochi Tuskers Kerala,DPMD Jayawardene
Kochi Tuskers Kerala,PA Patel
Kochi Tuskers Kerala,BJ Hodge
Kochi Tuskers Kerala,OA Shah
Kochi Tuskers Kerala,NLTC Perera
Kochi Tuskers Kerala,M Klinger
Kochi Tuskers Kerala,P Prasanth
Kochi Tuskers Kerala,RV Gomez
Kochi Tuskers Kerala,RP Singh
Kochi Tuskers Kerala,P Parameswaran
